T (us), IAW, IBW, ICW, VAY, VBY, VCY
7032499.79, .21357596, 1.2947463, -1.508322, -37.65005, -61.72507, 99.375122
7032750.13, .08594307, 1.3687541, -1.454697, -30.23641, -67.74181, 97.978226
7032999.99, -.0422197, 1.4343233, -1.392104, -22.63636, -73.3409, 95.977257
7033249.86, -.1701221, 1.4910493, -1.320927, -14.89674, -78.48782, 93.384552
7033500.19, -.2969758, 1.5385826, -1.241607, -7.065277, -83.15083, 90.21611
7033750.06, -.4219984, 1.5766299, -1.154631, .80974472, -87.30119, 86.491447
7033999.92, -.5444193, 1.6049567, -1.060537, 8.6797743, -90.91331, 82.233543
7034249.78, -.6634836, 1.6233885, -.9599048, 16.49629, -93.96493, 77.468636
7034500.12, -.7784574, 1.6318115, -.8533542, 24.2111, -96.43722, 72.226112
7034749.98, -.8886317, 1.6301739, -.7415422, 31.77664, -98.31493, 66.538292
7034999.85, -.9933273, 1.6184857, -.6251584, 39.146267, -99.58651, 60.440239
7035250.19, -1.091899, 1.596819, -.5049204, 46.274544, -100.2441, 53.969551
7035500.05, -1.183738, 1.5653074, -.3815693, 53.117523, -100.2837, 47.166126
7035749.91, -1.268279, 1.5241451, -.2558657, 59.633018, -99.70492, 40.071903
7035999.77, -1.345001, 1.4735861, -.1285846, 65.780853, -98.51147, 32.730625
7036250.11, -1.413431, 1.4139417, -.5107E-3, 71.523125, -96.71068, 25.18755
7036499.98, -1.473146, 1.3455801, .12756632, 76.82444, -94.31362, 17.489187
7036749.84, -1.523779, 1.2689223, .25485685, 81.6521, -91.3351, 9.6829967
7037000.18, -1.565017, 1.1844414, .38057613, 85.976349, -87.79346, 1.8171072
7037250.04, -1.596607, 1.0926579, .50394899, 89.770523, -83.71054, -6.059985
7037499.90, -1.618353, .99413788, .62421489, 93.011238, -79.11152, -13.89972
7037749.77, -1.630121, .88948858, .7406323, 95.678505, -74.02476, -21.65375
7038000.11, -1.631839, .77935535, .85248339, 97.755882, -68.4816, -29.27428
7038249.97, -1.623496, .66441709, .95907873, 99.23056, -62.51624, -36.71432
7038499.83, -1.605143, .54538244, 1.0597609, 100.09345, -56.16543, -43.92802
7038750.17, -1.576895, .42298537, 1.1539094, 100.33923, -49.46836, -50.87088
7039000.03, -1.538924, .29798046, 1.2409438, 99.966385, -42.46629, -57.5001
7039249.90, -1.491466, .17113838, 1.3203272, 98.977219, -35.2024, -63.77481
7039500.24, -1.434811, .04324117, 1.3915703, 97.377815, -27.72148, -69.65633
7039750.10, -1.369311, -.0849226, 1.454234, 95.178055, -20.06965, -75.10841
7039999.96, -1.295369, -.2125629, 1.5079318, 92.391487, -12.29408, -80.0974
7040249.82, -1.21344, -.3388926, 1.5523329, 89.035294, -4.442714, -84.59258
7040500.16, -1.12403, -.4631329, 1.5871631, 85.130165, 3.4360428, -88.56621
7040750.03, -1.02769, -.5845179, 1.612208, 80.700188, 11.293615, -91.9938
7040999.89, -.925014, -.7022991, 1.6273131, 75.772659, 19.081558, -94.85422
7041250.23, -.816635, -.8157505, 1.6323854, 70.377975, 26.751858, -97.12983
7041500.09, -.703221, -.9241724, 1.6273934, 64.549385, 34.257221, -98.8066
7041749.95, -.5854715, -1.026897, 1.612368, 58.322823, 41.55138, -99.87421
7041999.82, -.4641123, -1.123289, 1.5874017, 51.736683, 48.589359, -100.326
7042250.16, -.3398917, -1.212757, 1.5526487, 44.83157, 55.32777, -100.1593
7042500.02, -.2135756, -1.294747, 1.5083231, 37.650055, 61.725067, -99.37512
7042749.88, -.0859427, -1.368755, 1.4546981, 30.236414, 67.741806, -97.97823
7043000.22, .0422201, -1.434325, 1.3921045, 22.636356, 73.340897, -95.97726
7043250.08, .17012255, -1.491051, 1.320928, 14.896738, 78.487816, -93.38455
7043499.95, .29697615, -1.538584, 1.2416077, 7.0652766, 83.150833, -90.21611
7043749.81, .4219988, -1.576631, 1.1546323, -.809745, 87.301193, -86.49145
7044000.15, .54441965, -1.604958, 1.0605383, -8.679774, 90.913315, -82.23354
7044250.01, .66348404, -1.62339, .95990574, -16.49629, 93.964928, -77.46864
7044499.87, .77845776, -1.631813, .85335505, -24.2111, 96.437218, -72.22611
7044750.21, .88863206, -1.630175, .74154311, -31.77664, 98.314934, -66.53829
7045000.08, .99332768, -1.618487, .62515932, -39.14627, 99.58651, -60.44024
7045249.94, 1.091899, -1.59682, .50492126, -46.27454, 100.24409, -53.96955
7045499.80, 1.1837386, -1.565309, .38157016, -53.11753, 100.28365, -47.16613
7045750.14, 1.2682799, -1.524146, .25586656, -59.63302, 99.704918, -40.0719
7046000.00, 1.3450018, -1.473587, .12858544, -65.78085, 98.511475, -32.73063
7046249.87, 1.4134314, -1.413943, .51157E-3, -71.52312, 96.710678, -25.18755
7046500.21, 1.4731468, -1.345581, -.1275654, -76.82444, 94.313622, -17.48919
7046750.07, 1.5237796, -1.268924, -.254856, -81.6521, 91.335098, -9.682997
7046999.93, 1.5650179, -1.184443, -.3805752, -85.97635, 87.793457, -1.817108
7047249.79, 1.5966073, -1.092659, -.5039482, -89.77052, 83.710541, 6.0599842
7047500.13, 1.6183531, -.9941391, -.624214, -93.01124, 79.111526, 13.899714
7047750.00, 1.6301212, -.8894899, -.7406314, -95.6785, 74.024757, 21.653749
7047999.86, 1.6318392, -.7793566, -.8524826, -97.75588, 68.481598, 29.274281
7048250.20, 1.6234962, -.6644183, -.9590778, -99.23056, 62.516235, 36.714325
7048500.06, 1.6051439, -.5453838, -1.05976, -100.0935, 56.165436, 43.928017
7048749.92, 1.5768952, -.4229867, -1.153909, -100.3392, 49.468357, 50.870876
7048999.79, 1.5389246, -.2979817, -1.240943, -99.96638, 42.46629, 57.500099
7049250.13, 1.4914659, -.1711397, -1.320326, -98.97722, 35.202404, 63.774815
7049499.99, 1.4348119, -.0432425, -1.391569, -97.37782, 27.721483, 69.656334
7049749.85, 1.3693118, .08492135, -1.454233, -95.17805, 20.069649, 75.108406
7050000.19, 1.2953694, .21256159, -1.507931, -92.39149, 12.294081, 80.097404
7050250.05, 1.2134407, .3388913, -1.552332, -89.03529, 4.4427152, 84.592575
7050499.92, 1.1240306, .46313164, -1.587162, -85.13017, -3.436042, 88.566208
7050749.78, 1.0276905, .58451664, -1.612207, -80.70019, -11.29361, 91.993797
7051000.12, .92501444, .70229787, -1.627312, -75.77266, -19.08156, 94.854218
7051249.98, .81663531, .81574917, -1.632385, -70.37798, -26.75186, 97.129829
7051499.84, .70322138, .92417115, -1.627393, -64.54939, -34.25722, 98.806602
7051750.18, .58547181, 1.0268953, -1.612367, -58.32282, -41.55138, 99.874207
7052000.05, .46411267, 1.1232883, -1.587401, -51.73668, -48.58936, 100.32604
7052249.91, .33989209, 1.2127558, -1.552648, -44.83157, -55.32777, 100.15934
7052499.77, .21357594, 1.2947463, -1.508322, -37.65005, -61.72507, 99.375122
7052750.11, .08594306, 1.3687541, -1.454697, -30.23641, -67.74181, 97.978226
7052999.97, -.0422197, 1.4343233, -1.392104, -22.63636, -73.3409, 95.977257
7053249.84, -.1701222, 1.4910493, -1.320927, -14.89674, -78.48782, 93.384552
7053500.18, -.2969758, 1.5385826, -1.241607, -7.065277, -83.15083, 90.21611
7053750.04, -.4219984, 1.5766299, -1.154631, .80974472, -87.30119, 86.491447
7053999.90, -.5444193, 1.6049567, -1.060537, 8.6797743, -90.91331, 82.233543
7054249.76, -.6634836, 1.6233885, -.9599048, 16.49629, -93.96493, 77.468636
7054500.10, -.7784574, 1.6318115, -.8533542, 24.2111, -96.43722, 72.226112
7054749.97, -.8886317, 1.6301739, -.7415422, 31.77664, -98.31493, 66.538292
7054999.83, -.9933273, 1.6184857, -.6251585, 39.146267, -99.58651, 60.440239
7055250.17, -1.091899, 1.596819, -.5049204, 46.274544, -100.2441, 53.969551
7055500.03, -1.183738, 1.5653074, -.3815693, 53.117523, -100.2837, 47.166126
7055749.89, -1.26828, 1.5241451, -.2558657, 59.633018, -99.70492, 40.071903
7056000.23, -1.345001, 1.4735861, -.1285846, 65.780853, -98.51147, 32.730625
7056250.10, -1.413431, 1.4139417, -.5107E-3, 71.523125, -96.71068, 25.18755
7056499.96, -1.473146, 1.3455801, .12756632, 76.82444, -94.31362, 17.489187
7056749.82, -1.523779, 1.2689224, .25485685, 81.6521, -91.3351, 9.6829967
7057000.16, -1.565018, 1.1844414, .38057613, 85.976349, -87.79346, 1.8171072
7057250.02, -1.596607, 1.0926579, .50394899, 89.770523, -83.71054, -6.059985
7057499.89, -1.618353, .99413788, .62421489, 93.011238, -79.11152, -13.89972
7057750.23, -1.630121, .88948858, .74063224, 95.678505, -74.02476, -21.65375
7058000.09, -1.631839, .77935535, .85248339, 97.755882, -68.4816, -29.27428
7058249.95, -1.623496, .66441709, .95907873, 99.23056, -62.51624, -36.71432
7058499.81, -1.605143, .5453825, 1.0597609, 100.09345, -56.16543, -43.92802
7058750.15, -1.576895, .4229854, 1.1539094, 100.33923, -49.46836, -50.87088
7059000.02, -1.538924, .29798046, 1.2409437, 99.966385, -42.46629, -57.5001
7059249.88, -1.491466, .17113839, 1.3203272, 98.977219, -35.2024, -63.77481
7059500.22, -1.434811, .04324118, 1.3915703, 97.377815, -27.72148, -69.65633
7059750.08, -1.369311, -.0849226, 1.454234, 95.178055, -20.06965, -75.10841
7059999.94, -1.295369, -.2125629, 1.5079318, 92.391487, -12.29408, -80.0974
7060249.81, -1.21344, -.3388926, 1.5523328, 89.035294, -4.442714, -84.59258
7060500.14, -1.12403, -.4631329, 1.5871631, 85.130165, 3.4360428, -88.56621
7060750.01, -1.02769, -.5845179, 1.612208, 80.700188, 11.293615, -91.9938
7060999.87, -.9250141, -.7022991, 1.6273131, 75.772659, 19.081558, -94.85422
7061250.21, -.816635, -.8157504, 1.6323854, 70.377975, 26.751858, -97.12983
7061500.07, -.703221, -.9241724, 1.6273934, 64.549385, 34.257221, -98.8066
7061749.94, -.5854715, -1.026896, 1.612368, 58.322823, 41.55138, -99.87421
7061999.80, -.4641123, -1.123289, 1.5874017, 51.736683, 48.589359, -100.326
7062250.14, -.3398917, -1.212757, 1.5526487, 44.83157, 55.32777, -100.1593
7062500.00, -.2135756, -1.294747, 1.5083231, 37.650055, 61.725067, -99.37512
7062749.86, -.0859427, -1.368755, 1.4546981, 30.236414, 67.741806, -97.97823
7063000.20, .04222009, -1.434325, 1.3921045, 22.636356, 73.340897, -95.97726
7063250.06, .17012255, -1.491051, 1.320928, 14.896738, 78.487816, -93.38455
7063499.93, .29697615, -1.538584, 1.2416077, 7.0652766, 83.150833, -90.21611
7063749.79, .4219988, -1.576631, 1.1546323, -.809745, 87.301193, -86.49145
7064000.13, .54441965, -1.604958, 1.0605383, -8.679774, 90.913315, -82.23354
7064249.99, .66348404, -1.62339, .95990574, -16.49629, 93.964928, -77.46864
7064499.86, .77845776, -1.631813, .85335505, -24.2111, 96.437218, -72.22611
7064750.19, .88863206, -1.630175, .74154311, -31.77664, 98.314934, -66.53829
7065000.06, .99332768, -1.618487, .62515932, -39.14627, 99.58651, -60.44024
7065249.92, 1.091899, -1.59682, .50492126, -46.27454, 100.24409, -53.96955
7065499.78, 1.1837386, -1.565309, .38157013, -53.11753, 100.28365, -47.16613
7065750.12, 1.2682799, -1.524146, .25586653, -59.63302, 99.704918, -40.0719
7065999.98, 1.3450018, -1.473587, .12858544, -65.78085, 98.511475, -32.73063
7066249.85, 1.4134314, -1.413943, .51157E-3, -71.52312, 96.710678, -25.18755
7066500.19, 1.4731468, -1.345581, -.1275655, -76.82444, 94.313622, -17.48919
7066750.05, 1.5237796, -1.268924, -.254856, -81.6521, 91.335098, -9.682997
7066999.91, 1.5650179, -1.184443, -.3805752, -85.97635, 87.793457, -1.817108
7067249.77, 1.5966073, -1.092659, -.5039482, -89.77052, 83.710541, 6.0599842
7067500.11, 1.6183531, -.9941391, -.624214, -93.01124, 79.111526, 13.899714
7067749.98, 1.6301212, -.8894899, -.7406314, -95.6785, 74.024757, 21.653749
7067999.84, 1.6318392, -.7793566, -.8524826, -97.75588, 68.481598, 29.274281
7068250.18, 1.6234962, -.6644183, -.9590778, -99.23056, 62.516235, 36.714325
7068500.04, 1.6051438, -.5453838, -1.05976, -100.0935, 56.165436, 43.928017
7068749.90, 1.5768952, -.4229867, -1.153909, -100.3392, 49.468357, 50.870876
7068999.77, 1.5389246, -.2979817, -1.240943, -99.96638, 42.46629, 57.500099
7069250.11, 1.4914659, -.1711397, -1.320326, -98.97722, 35.202404, 63.774815
7069499.97, 1.4348119, -.0432424, -1.391569, -97.37782, 27.721483, 69.656334
7069749.83, 1.3693118, .08492136, -1.454233, -95.17805, 20.069649, 75.108406
7070000.17, 1.2953694, .21256159, -1.507931, -92.39149, 12.294081, 80.097404
7070250.03, 1.2134407, .33889133, -1.552332, -89.03529, 4.4427147, 84.592575
7070499.90, 1.1240306, .46313167, -1.587162, -85.13017, -3.436042, 88.566208
7070750.24, 1.0276905, .58451664, -1.612207, -80.70019, -11.29361, 91.993797
7071000.10, .92501444, .70229787, -1.627312, -75.77266, -19.08156, 94.854218
7071249.96, .81663531, .81574917, -1.632385, -70.37798, -26.75186, 97.129829
7071499.82, .70322138, .92417115, -1.627393, -64.54939, -34.25722, 98.806602
7071750.16, .58547181, 1.0268953, -1.612367, -58.32282, -41.55138, 99.874207
7072000.03, .46411264, 1.1232883, -1.587401, -51.73668, -48.58936, 100.32604
7072249.89, .33989206, 1.2127558, -1.552648, -44.83157, -55.32777, 100.15934
7072500.23, .21357594, 1.2947463, -1.508322, -37.65005, -61.72507, 99.375122
7072750.09, .08594306, 1.3687541, -1.454697, -30.23641, -67.74181, 97.978226
7072999.95, -.0422197, 1.4343233, -1.392104, -22.63636, -73.3409, 95.977257
7073249.82, -.1701222, 1.4910493, -1.320927, -14.89674, -78.48782, 93.384552
7073500.16, -.2969758, 1.5385826, -1.241607, -7.065277, -83.15083, 90.21611
7073750.02, -.4219984, 1.5766299, -1.154631, .80974472, -87.30119, 86.491447
7073999.88, -.5444193, 1.6049567, -1.060537, 8.6797743, -90.91331, 82.233543
7074250.22, -.6634836, 1.6233885, -.9599048, 16.49629, -93.96493, 77.468636
7074500.08, -.7784574, 1.6318115, -.8533542, 24.2111, -96.43722, 72.226112
7074749.95, -.8886317, 1.6301739, -.7415422, 31.77664, -98.31493, 66.538292
7074999.81, -.9933273, 1.6184857, -.6251585, 39.146267, -99.58651, 60.440239
7075250.15, -1.091899, 1.596819, -.5049204, 46.274544, -100.2441, 53.969551
7075500.01, -1.183738, 1.5653074, -.3815693, 53.117523, -100.2837, 47.166126
7075749.87, -1.26828, 1.5241451, -.2558657, 59.633018, -99.70492, 40.071903
7076000.21, -1.345001, 1.4735861, -.1285846, 65.780853, -98.51147, 32.730625
7076250.08, -1.413431, 1.4139417, -.5107E-3, 71.523125, -96.71068, 25.18755
7076499.94, -1.473146, 1.3455801, .12756632, 76.82444, -94.31362, 17.489187
7076749.80, -1.523779, 1.2689224, .25485685, 81.6521, -91.3351, 9.6829967
7077000.14, -1.565018, 1.1844414, .3805761, 85.976349, -87.79346, 1.8171072
7077250.00, -1.596607, 1.0926579, .50394899, 89.770523, -83.71054, -6.059985
7077499.87, -1.618353, .99413788, .62421489, 93.011238, -79.11152, -13.89972
7077750.21, -1.630121, .88948858, .74063224, 95.678505, -74.02476, -21.65375
7078000.07, -1.631839, .77935535, .85248339, 97.755882, -68.4816, -29.27428
7078249.93, -1.623496, .66441709, .95907873, 99.23056, -62.51624, -36.71432
7078499.79, -1.605143, .5453825, 1.0597609, 100.09345, -56.16543, -43.92802
7078750.13, -1.576895, .4229854, 1.1539094, 100.33923, -49.46836, -50.87088
7079000.00, -1.538924, .29798049, 1.2409437, 99.966385, -42.46629, -57.5001
7079249.86, -1.491466, .17113841, 1.3203272, 98.977219, -35.2024, -63.77481
7079500.20, -1.434811, .04324119, 1.3915703, 97.377815, -27.72148, -69.65633
7079750.06, -1.369311, -.0849226, 1.454234, 95.178055, -20.06965, -75.10841
7079999.92, -1.295369, -.2125629, 1.5079318, 92.391487, -12.29408, -80.0974
7080249.79, -1.21344, -.3388926, 1.5523328, 89.035294, -4.442714, -84.59258
7080500.13, -1.12403, -.4631329, 1.5871631, 85.130165, 3.4360428, -88.56621
7080749.99, -1.02769, -.5845179, 1.612208, 80.700188, 11.293615, -91.9938
7080999.85, -.9250141, -.7022991, 1.6273131, 75.772659, 19.081558, -94.85422
7081250.19, -.816635, -.8157504, 1.6323854, 70.377975, 26.751858, -97.12983
7081500.05, -.703221, -.9241724, 1.6273934, 64.549385, 34.257221, -98.8066
7081749.92, -.5854715, -1.026896, 1.612368, 58.322823, 41.55138, -99.87421
7081999.78, -.4641123, -1.123289, 1.5874017, 51.736683, 48.589359, -100.326
7082250.12, -.3398917, -1.212757, 1.5526487, 44.83157, 55.32777, -100.1593
7082499.98, -.2135756, -1.294747, 1.5083231, 37.650055, 61.725067, -99.37512
7082749.84, -.0859427, -1.368755, 1.4546981, 30.236414, 67.741806, -97.97823
7083000.18, .04222009, -1.434325, 1.3921045, 22.636356, 73.340897, -95.97726
7083250.05, .17012255, -1.491051, 1.320928, 14.896738, 78.487816, -93.38455
7083499.91, .29697615, -1.538584, 1.2416077, 7.0652766, 83.150833, -90.21611
7083749.77, .4219988, -1.576631, 1.1546323, -.809745, 87.301193, -86.49145
7084000.11, .54441965, -1.604958, 1.0605383, -8.679774, 90.913315, -82.23354
7084249.97, .66348404, -1.62339, .95990574, -16.49629, 93.964928, -77.46864
7084499.84, .77845776, -1.631813, .85335505, -24.2111, 96.437218, -72.22611
7084750.18, .88863206, -1.630175, .74154311, -31.77664, 98.314934, -66.53829
7085000.04, .99332768, -1.618487, .62515932, -39.14627, 99.58651, -60.44024
7085249.90, 1.091899, -1.59682, .50492126, -46.27454, 100.24409, -53.96955
7085499.76, 1.1837386, -1.565309, .38157013, -53.11753, 100.28365, -47.16613
7085750.10, 1.2682799, -1.524146, .25586653, -59.63302, 99.704918, -40.0719
7085999.97, 1.3450018, -1.473587, .12858543, -65.78085, 98.511475, -32.73063
7086249.83, 1.4134314, -1.413943, .51156E-3, -71.52312, 96.710678, -25.18755
7086500.17, 1.4731468, -1.345581, -.1275655, -76.82444, 94.313622, -17.48919
7086750.03, 1.5237796, -1.268924, -.254856, -81.6521, 91.335098, -9.682997
7086999.89, 1.5650179, -1.184443, -.3805753, -85.97635, 87.793457, -1.817108
7087250.23, 1.5966073, -1.092659, -.5039482, -89.77052, 83.710541, 6.0599842
7087500.10, 1.6183531, -.9941391, -.624214, -93.01124, 79.111526, 13.899714
7087749.96, 1.6301212, -.8894898, -.7406314, -95.6785, 74.024757, 21.653749
7087999.82, 1.6318392, -.7793566, -.8524826, -97.75588, 68.481598, 29.274281
7088250.16, 1.6234962, -.6644183, -.9590778, -99.23056, 62.516235, 36.714325
7088500.02, 1.6051438, -.5453838, -1.05976, -100.0935, 56.165436, 43.928017
7088749.89, 1.5768952, -.4229867, -1.153909, -100.3392, 49.468357, 50.870876
7089000.23, 1.5389246, -.2979817, -1.240943, -99.96638, 42.46629, 57.500099
7089250.09, 1.4914659, -.1711396, -1.320326, -98.97722, 35.202404, 63.774815
7089499.95, 1.4348119, -.0432424, -1.391569, -97.37782, 27.721483, 69.656334
7089749.81, 1.3693118, .08492137, -1.454233, -95.17805, 20.069649, 75.108406
7090000.15, 1.2953694, .21256161, -1.507931, -92.39149, 12.294081, 80.097404
7090250.02, 1.2134407, .33889133, -1.552332, -89.03529, 4.4427147, 84.592575
7090499.88, 1.1240306, .46313167, -1.587162, -85.13017, -3.436042, 88.566208
7090750.22, 1.0276905, .58451664, -1.612207, -80.70019, -11.29361, 91.993797
7091000.08, .92501444, .70229787, -1.627312, -75.77266, -19.08156, 94.854218
7091249.94, .81663531, .81574917, -1.632385, -70.37798, -26.75186, 97.129829
7091499.81, .70322138, .92417115, -1.627393, -64.54939, -34.25722, 98.806602
7091750.14, .58547181, 1.0268953, -1.612367, -58.32282, -41.55138, 99.874207
7092000.01, .46411264, 1.1232883, -1.587401, -51.73668, -48.58936, 100.32604
7092249.87, .33989206, 1.2127558, -1.552648, -44.83157, -55.32777, 100.15934
7092500.21, .21357594, 1.2947463, -1.508322, -37.65005, -61.72507, 99.375122
7092750.07, .08594305, 1.3687541, -1.454697, -30.23641, -67.74181, 97.978226
7092999.94, -.0422197, 1.4343233, -1.392104, -22.63636, -73.3409, 95.977257
7093249.80, -.1701222, 1.4910493, -1.320927, -14.89674, -78.48782, 93.384552
7093500.14, -.2969758, 1.5385826, -1.241607, -7.065277, -83.15083, 90.21611
7093750.00, -.4219984, 1.5766299, -1.154631, .80974472, -87.30119, 86.491447
7093999.86, -.5444193, 1.6049567, -1.060537, 8.6797743, -90.91331, 82.233543
7094250.20, -.6634836, 1.6233885, -.9599049, 16.49629, -93.96493, 77.468636
7094500.06, -.7784574, 1.6318116, -.8533542, 24.2111, -96.43722, 72.226112
7094749.93, -.8886317, 1.6301739, -.7415423, 31.77664, -98.31493, 66.538292
7094999.79, -.9933273, 1.6184858, -.6251585, 39.146267, -99.58651, 60.440239
7095250.13, -1.091899, 1.596819, -.5049204, 46.274544, -100.2441, 53.969551
7095499.99, -1.183738, 1.5653075, -.3815693, 53.117523, -100.2837, 47.166126
7095749.86, -1.26828, 1.5241451, -.2558657, 59.633018, -99.70492, 40.071903
7096000.19, -1.345001, 1.4735861, -.1285846, 65.780853, -98.51147, 32.730625
7096250.06, -1.413431, 1.4139417, -.5107E-3, 71.523125, -96.71068, 25.18755
7096499.92, -1.473146, 1.3455801, .12756631, 76.82444, -94.31362, 17.489187
7096749.78, -1.523779, 1.2689224, .25485685, 81.6521, -91.3351, 9.6829967
7097000.12, -1.565018, 1.1844414, .3805761, 85.976349, -87.79346, 1.8171072
7097249.98, -1.596607, 1.0926579, .50394899, 89.770523, -83.71054, -6.059985
7097499.85, -1.618353, .99413788, .62421489, 93.011238, -79.11152, -13.89972
7097750.19, -1.630121, .88948864, .74063224, 95.678505, -74.02476, -21.65375
7098000.05, -1.631839, .77935535, .85248339, 97.755882, -68.4816, -29.27428
7098249.91, -1.623496, .66441709, .95907873, 99.23056, -62.51624, -36.71432
7098499.77, -1.605143, .5453825, 1.0597609, 100.09345, -56.16543, -43.92802
7098750.11, -1.576895, .4229854, 1.1539094, 100.33923, -49.46836, -50.87088
7098999.98, -1.538924, .29798049, 1.2409437, 99.966385, -42.46629, -57.5001
7099249.84, -1.491466, .17113841, 1.3203272, 98.977219, -35.2024, -63.77481
7099500.18, -1.434811, .0432412, 1.3915703, 97.377815, -27.72148, -69.65633
7099750.04, -1.369311, -.0849226, 1.454234, 95.178055, -20.06965, -75.10841
7099999.90, -1.295369, -.2125628, 1.5079318, 92.391487, -12.29408, -80.0974
7100249.77, -1.21344, -.3388925, 1.5523328, 89.035294, -4.442714, -84.59258
7100500.11, -1.12403, -.4631329, 1.5871631, 85.130165, 3.4360428, -88.56621
7100749.97, -1.02769, -.5845179, 1.612208, 80.700188, 11.293615, -91.9938
7100999.83, -.9250141, -.7022991, 1.6273131, 75.772659, 19.081558, -94.85422
7101250.17, -.816635, -.8157504, 1.6323854, 70.377975, 26.751858, -97.12983
7101500.03, -.703221, -.9241724, 1.6273934, 64.549385, 34.257221, -98.8066
7101749.90, -.5854715, -1.026896, 1.612368, 58.322823, 41.55138, -99.87421
7102000.24, -.4641123, -1.123289, 1.5874017, 51.736683, 48.589359, -100.326
7102250.10, -.3398917, -1.212757, 1.5526487, 44.83157, 55.32777, -100.1593
7102499.96, -.2135756, -1.294747, 1.5083231, 37.650055, 61.725067, -99.37512
7102749.82, -.0859427, -1.368755, 1.4546981, 30.236414, 67.741806, -97.97823
7103000.16, .04222009, -1.434325, 1.3921045, 22.636356, 73.340897, -95.97726
7103250.03, .17012255, -1.491051, 1.320928, 14.896738, 78.487816, -93.38455
7103499.89, .29697615, -1.538584, 1.2416077, 7.0652766, 83.150833, -90.21611
7103750.23, .42199877, -1.576631, 1.1546323, -.809745, 87.301193, -86.49145
7104000.09, .54441965, -1.604958, 1.0605383, -8.679774, 90.913315, -82.23354
7104249.95, .66348404, -1.62339, .95990574, -16.49629, 93.964928, -77.46864
7104499.82, .77845776, -1.631813, .85335505, -24.2111, 96.437218, -72.22611
7104750.16, .88863206, -1.630175, .74154311, -31.77664, 98.314934, -66.53829
7105000.02, .99332768, -1.618487, .62515932, -39.14627, 99.58651, -60.44024
7105249.88, 1.091899, -1.59682, .5049212, -46.27454, 100.24409, -53.96955
7105500.22, 1.1837386, -1.565309, .38157013, -53.11753, 100.28365, -47.16613
7105750.08, 1.2682799, -1.524146, .25586653, -59.63302, 99.704918, -40.0719
7105999.95, 1.3450018, -1.473587, .12858543, -65.78085, 98.511475, -32.73063
7106249.81, 1.4134314, -1.413943, .51156E-3, -71.52312, 96.710678, -25.18755
7106500.15, 1.4731468, -1.345581, -.1275655, -76.82444, 94.313622, -17.48919
7106750.01, 1.5237796, -1.268924, -.254856, -81.6521, 91.335098, -9.682997
7106999.87, 1.5650179, -1.184443, -.3805753, -85.97635, 87.793457, -1.817108
7107250.21, 1.5966073, -1.092659, -.5039482, -89.77052, 83.710541, 6.0599842
7107500.08, 1.6183531, -.9941391, -.624214, -93.01124, 79.111526, 13.899714
7107749.94, 1.6301212, -.8894898, -.7406314, -95.6785, 74.024757, 21.653749
7107999.80, 1.6318392, -.7793566, -.8524826, -97.75588, 68.481598, 29.274281
7108250.14, 1.6234962, -.6644183, -.9590778, -99.23056, 62.516235, 36.714325
7108500.00, 1.6051438, -.5453837, -1.05976, -100.0935, 56.165436, 43.928017
7108749.87, 1.5768952, -.4229866, -1.153909, -100.3392, 49.468357, 50.870876
7109000.21, 1.5389246, -.2979817, -1.240943, -99.96638, 42.46629, 57.500099
7109250.07, 1.4914659, -.1711396, -1.320326, -98.97722, 35.202404, 63.774815
7109499.93, 1.4348119, -.0432424, -1.391569, -97.37782, 27.721483, 69.656334
7109749.79, 1.3693118, .08492138, -1.454233, -95.17805, 20.069649, 75.108406
7110000.13, 1.2953694, .21256162, -1.507931, -92.39149, 12.294081, 80.097404
7110250.00, 1.2134407, .33889133, -1.552332, -89.03529, 4.4427147, 84.592575
7110499.86, 1.1240306, .46313167, -1.587162, -85.13017, -3.436042, 88.566208
7110750.20, 1.0276905, .58451664, -1.612207, -80.70019, -11.29361, 91.993797
7111000.06, .92501444, .70229787, -1.627312, -75.77266, -19.08156, 94.854218
7111249.92, .81663531, .81574923, -1.632385, -70.37798, -26.75186, 97.129829
7111499.79, .70322138, .92417115, -1.627393, -64.54939, -34.25722, 98.806602
7111750.13, .58547181, 1.0268953, -1.612367, -58.32282, -41.55138, 99.874207
7111999.99, .46411264, 1.1232883, -1.587401, -51.73668, -48.58936, 100.32604
7112249.85, .33989206, 1.2127558, -1.552648, -44.83157, -55.32777, 100.15934
7112500.19, .21357594, 1.2947463, -1.508322, -37.65005, -61.72507, 99.375122
7112750.05, .08594305, 1.3687541, -1.454697, -30.23641, -67.74181, 97.978226
7112999.92, -.0422197, 1.4343233, -1.392104, -22.63636, -73.3409, 95.977257
7113249.78, -.1701222, 1.4910493, -1.320927, -14.89674, -78.48782, 93.384552
7113500.12, -.2969758, 1.5385826, -1.241607, -7.065277, -83.15083, 90.21611
7113749.98, -.4219984, 1.5766299, -1.154631, .80974472, -87.30119, 86.491447
7113999.84, -.5444193, 1.6049567, -1.060537, 8.6797743, -90.91331, 82.233543
7114250.18, -.6634836, 1.6233885, -.9599049, 16.49629, -93.96493, 77.468636
7114500.05, -.7784574, 1.6318116, -.8533542, 24.2111, -96.43722, 72.226112
7114749.91, -.8886317, 1.6301739, -.7415423, 31.77664, -98.31493, 66.538292
